Name,Inventory Icon,Caption,Object Map Link,Element,Additional Element Attack Power (AOE),Additional Element Attack Power (Ranged),Additional Element Attack Power (Rod),Element Cooldown,Destroyed on Hit,Fusable,Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Fuse Replace Properties,Fuse Cut or Blunt,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Fuse Property 6,Fuse Property 7,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Base Effect Duration,Cooking Effect Time Boost Duration,Cooking Effect Time Boost Success Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Wettability,Forest Dweller Cooldown (First Use),Forest Dweller Cooldown,Name (Japanese),Caption (Japanese),IsUsable,IsEditAttachParamForArrow,IsOverrideDamageAttribute,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Amber,,"A fossilized resin with a caramelesque sheen
to it. It's been valued as a component in
decorations and crafting since ancient times.",Amber,-,-,-,-,-,FALSE,TRUE,4,4,4,4,4,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,-,-,10,40,-,Orange,10,665,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,コハク,"鉱脈などで採れる樹脂の化石
美しいあめ色に輝き 古くから
装飾品や工芸品にも使われてきた",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_F,Ore,11,,-,118
Luminous Stone,,"This mysterious mineral gives off a pale blue
glow in the dark, which some believe to be
souls of the dead. Apparently, this stone can
be used as a base to make special clothing.",Luminous Stone,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,-,-,20,80,-,Navy,0,450,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,夜光石,"夜になると 青白く光り出す不思議な鉱石
死者の魂の灯火とも言われる
この石を原料にした特殊な服もあるという",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_G,Ore,11,,-,119
Flint,,"Strike it with a metallic weapon to generate
a spark. This fire starter breaks after one use,
but it can create a long-lasting flame if you
strike it near firewood.",Flint,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,-,-,5,20,-,Black,40,367,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,-,-,火打ち石,"金属などの硬い武器で叩くと火花が出る火種
薪の束を近くに置いておくとたき火を起こせる
一回で壊れてしまうが冒険にはとても役立つ",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_I,Ore,11,,-,120
Bokoblin Guts,,"A rare material obtained by defeating a
Bokoblin. It convulses on its own every now
and then, which is really creepy, but perhaps
it has a use.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,20,80,-,Purple,0,45,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ボコブリンの肝,"ボコブリンを倒して手に入れたとても貴重な素材
ちょっと動いていて気持ち悪い…
何か使い道があるかもしれない",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_02,EnemyGuts,12,,-,121
Moblin Guts,,"This prized ingredient can be obtained from
Moblins. Its odor is too pungent for normal
food preparation, but stew it with some
critters to make elixirs.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,25,100,-,Light Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,モリブリンの肝,"モリブリンから手に入る とても貴重な素材
料理の材料としては 臭みが強すぎて使い物に
ならないが 虫と一緒に煮込めば薬になる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_08,EnemyGuts,12,,-,122
Horriblin Guts,,"Rare material dropped by a Horriblin. It's very
bitter and unsuitable for cooking, but it makes
an effective elixir when cooked with a critter.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,25,100,-,Light Yellow,0,39,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ホラブリンの肝,"ホラブリンから獲れる珍しい素材
苦みが強すぎて料理に使うのは難しいが
虫と一緒に煮込む事で効果の高い薬が作れる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_105,EnemyGuts,12,,-,123
Gibdo Guts,,"The dried guts of a defeated Gibdo. It's said
they're effective, vitality-rich ingredients that
are useful in elixirs.",Gibdo Guts,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,100%,2,8,-,Purple,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ギブドの肝,"ギブドを倒すと時々落とす乾燥した肝
生命力に満ちた 滋養成分が凝縮されていて
非常に効果の高い薬が作れるとされている",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_121,EnemyGuts,12,,-,124
Boss Bokoblin Guts,,"A rare material dropped by a Boss Bokoblin.
It moves constantly and looks grotesque.
Toss into a stew with some critters to create
elixirs.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,60,240,-,Blue,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ボスボコブリンの肝,"ボスボコブリンから手に入れた 貴重な素材
絶えず動いていて気味が悪い
虫と煮込めば 良い薬の材料になる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_136,EnemyGuts,12,,-,125
Lynel Guts,,"This highly sought-after ingredient can only
be obtained from a Lynel. It pulses with the
vitality of a Lynel, a strength that makes it
invaluable as an ingredient for elixirs.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,200,800,-,Crimson,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ライネルの肝,"ライネルから獲る事ができる 貴重な素材
脈打つように動いており ライネルの生命力の
強さが伺える 薬の材料として価値が高い",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_14,EnemyGuts,12,,-,126
Gleeok Guts,,"A rare and precious, albeit creepy, material
that pulses even after its former owner has
been vanquished. Cook it with a critter to
make a powerful elixir.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,200,800,-,Black,1,18,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,グリオークの肝,"めったに見る事のできない とても貴重な素材
常に力強く動き続けていて とても不気味
虫と煮込んで作る薬は効果が大きく 重宝される",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_157,EnemyGuts,12,,-,127
Frox Guts,,"Frox guts, still pulsing—possibly a vain
attempt to circulate fluids through its former
owner's large body. Cook it with a critter to
make a powerful elixir.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,40,160,-,Yellow,0,18,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,デグガーマの肝,"デグガーマから獲れた脈打つ肝
巨体に血流を送るためか 鼓動が力強い
煎じて虫と煮込むと効果の高い薬が作れる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_190,EnemyGuts,12,,-,128
Molduga Guts,,"A giant organ obtained from a Molduga. This
invaluable ingredient is hard to come by,
and its use is shrouded in mystery.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,110,440,-,Green,0,23,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,モルドラジークの肝,"モルドラジークから獲る事ができる 巨大な肝
めったに手に入らない貴重な素材で
薬の材料にできるが 他の使い道があると噂される",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_25,EnemyGuts,12,,-,129
Hinox Guts,,"A giant, smelly Hinox organ of unknown
function. Upon close inspection, it appears to
be quivering. It can be used to make an
elixir, but some say it has other uses as well.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,02:40,30%,80,320,-,Yellow,0,33,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ヒノックスの肝,"ヒノックスから獲る事が出来る 大きな肝
よく見ると 時々ゆっくり動いている
薬の材料にできるが 他の使い道があると噂される",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_34,EnemyGuts,12,,-,130
Red Chuchu Jelly,,"A jiggly substance that normally comes from
a Fire Chuchu. It consistently gives off heat.
If struck, it will explode in a ball of flame.",Red Chuchu Jelly,Fire,10,-,-,,TRUE,TRUE,1,1,1,1,1,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,No Shield Surf Stagger When Burst,Fire Burst,Reusable On Forest Dweller Weapons,-,-,-,-,-,01:20,10%,4,16,-,Red,0,24,-,-,-,-,0,FALSE,FALSE,TRUE,TRUE,FALSE,1,,,赤チュチュゼリー,"ファイアチュチュにそっくりな
ぷるぷるした固まり  常に熱を発生していて
叩くと破裂して炎を発生する",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_15,Enemy,13,1499,258,131
White Chuchu Jelly,,"A jiggly substance that came from an Ice
Chuchu. It's cool to the touch, and squeezing
it seems to relieve stress. If struck, it will
explode in a cold mist.",White Chuchu Jelly,Ice,10,-,-,,TRUE,TRUE,1,1,1,1,1,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,No Shield Surf Stagger When Burst,Ice Burst,Reusable On Forest Dweller Weapons,-,-,-,-,-,01:20,10%,4,16,-,White,0,24,-,-,-,-,0,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,白チュチュゼリー,"アイスチュチュにそっくりな ぷるぷるした固まり
持ってみると ひんやりしてちょっと気持ちいい
叩くと破裂して冷気をまき散らす",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_17,Enemy,13,1476,259,132
Yellow Chuchu Jelly,,"A jiggly substance that came from an
Electric Chuchu. Electricity pulses through
its gelatinous mass. If struck, it will explode
in a burst of electric current.",Yellow Chuchu Jelly,Electric,10,-,-,,TRUE,TRUE,1,1,1,1,1,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,No Shield Surf Stagger When Burst,Electric Burst,Reusable On Forest Dweller Weapons,-,-,-,-,-,01:20,10%,4,16,-,Yellow,0,33,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,FALSE,1,,,黄チュチュゼリー,"エレキチュチュにそっくりな ぷるぷるした固まり
しびれるほどではないが常にビリビリしている
叩くと破裂して周りに電気を発生させる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_16,Enemy,13,1453,260,133
Chuchu Jelly,,"A gelatinous substance that came from a
Chuchu. It's unusable in this state, but
applying a bit of elemental stimulation will
change its form.",Chuchu Jelly,Water,0,-,-,,TRUE,TRUE,1,1,1,1,1,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,No Shield Surf Stagger When Burst,Water Burst,Extra Water Attack Power,Reusable On Forest Dweller Weapons,-,-,-,-,00:40,-,2,8,-,Light Blue,0,15,-,-,-,-,0,TRUE,TRUE,TRUE,TRUE,FALSE,1,,,チュチュゼリー,"チュチュとそっくりなぷるぷるした固まり
とても不安定な状態で
何か刺激を与えると変化するらしい",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_40,Enemy,13,1431,257,134
Octo Balloon,,"This inflatable Octorok organ has a lot of lift,
so attach it to items you want to see float.
An arrow can serve as a good way to stick
one to a distant object.",Octo Balloon,-,-,-,-,-,TRUE,TRUE,1,1,1,1,-,TRUE,Blunt,Balloon,More Shield Surfing Friction,Not Torch,Bouncy,No Shield Surf Stagger When Burst,-,-,-,-,-,-,00:40,-,5,20,-,Purple,0,5,-,-,-,-,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オクタ風船,"オクタ族の浮き袋  強い浮力を持つため
この風船をくっ付けた物は 宙に浮き上がる
矢に付けて飛ばせば 狙ったところに付けやすい",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_57,Enemy,13,1414,-,135
Keese Eyeball,,"These mysterious orbs scan their
surroundings. Take advantage of their glaring
awareness, and attach one to an arrow to
grant a homing quality to the arrow.",-,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,FALSE,Blunt,Homing,More Shield Surfing Friction,-,-,-,-,-,-,-,-,-,01:20,10%,2,8,-,Orange,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,キースの目玉,"ギョロギョロと辺りを見渡す 不気味な素材
矢に付けると 常に相手を見据える その瞳の力で
狙った対象を追尾していく能力を与える",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_19,Enemy,13,1410,261,136
Fire Keese Eyeball,,"Fire Keese eyeballs are imbued with heat and
are useful in making elixirs. Attach one to an
arrow to grant a homing quality to the arrow.",Fire Keese Eyeball,Fire,20,-,-,,FALSE,TRUE,8,8,7,8,8,FALSE,Blunt,Homing,More Shield Surfing Friction,Extra Fire Attack Power,Fire Burst,Shield Bash Attack,Warm,-,-,-,-,-,01:20,10%,6,24,-,Red,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ファイアキースの目玉,"ファイアキースの熱気を帯びた目玉
薬の材料として重宝するほか 矢に付ける事で
命中率を上げる効能も得られる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_117,Enemy,13,1409,262,137
Ice Keese Eyeball,,"Ice Keese eyeballs are imbued with freezing
power and are useful in making elixirs.
Attach one to an arrow to grant a homing
quality to the arrow.",-,Ice,20,-,-,,FALSE,TRUE,4,4,4,4,4,FALSE,Blunt,Homing,More Shield Surfing Friction,Extra Ice Attack Power,Ice Burst,Shield Bash Attack,Cold,-,-,-,-,-,01:20,10%,6,24,-,Light Blue,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,アイスキースの目玉,"アイスキースの凍てつく目玉 一般的には
薬の材料として使われているが 矢に付けると
相手に命中しやすくなる効果が得られる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_119,Enemy,13,1408,263,138
Electric Keese Eyeball,,"Electric Keese eyeballs are imbued with
electric power and are useful in making
elixirs. Attach one to an arrow to grant a
homing quality to the arrow.",-,Electric,20,-,-,,FALSE,TRUE,6,6,5,6,6,FALSE,Blunt,Homing,More Shield Surfing Friction,Extra Electric Attack Power,Electric Burst,Shield Bash Attack,-,-,-,-,-,-,01:20,10%,6,24,-,Yellow,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,エレキースの目玉,"エレキースの電気を蓄えた目玉
薬の材料に使えるのはもちろんの事
矢に付ければ 目標に自分から向かう矢となる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_118,Enemy,13,1407,264,139
Octorok Eyeball,,"This can only be obtained from an Octorok-
type enemy. Its nature is to focus on
a moving object. Attach one to an arrow to
grant a homing quality to the arrow.",Octorok Eyeball,-,-,-,-,-,FALSE,TRUE,3,3,3,3,-,FALSE,Blunt,More Shield Surfing Friction,Homing,-,-,-,-,-,-,-,-,-,01:20,10%,4,16,-,Yellow,0,6,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オクタの目玉,"オクタ族から獲る事ができる素材
動くものの方向を向く性質があり 矢に付けて
命中率を上げるために使う事ができる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_21,Enemy,13,1406,-,140
Aerocuda Eyeball,,"This eyeball is constantly trying to focus on its
targets. Cook it with a critter to make an
elixir, or attach it to an arrow to grant a
homing quality to the arrow.",Aerocuda Eyeball,-,-,-,-,-,FALSE,TRUE,4,4,4,4,-,FALSE,Blunt,More Shield Surfing Friction,Homing,-,-,-,-,-,-,-,-,-,01:20,10%,4,16,-,Orange,0,42,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,カックーダの目玉,"動くものを常に視界の中心にとらえる目玉
虫と煮込むと 薬の材料として使えるほか
矢に付けて命中率を上げる効果も得られる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_66,Enemy,13,1405,269,141
Keese Wing,,"An aerodynamic material dropped by a
defeated Keese. Arrows and thrown weapons
fly farther with this item attached.",Keese Wing,-,-,-,-,-,FALSE,TRUE,1,1,1,1,-,FALSE,Blunt,More Shield Surfing Friction,Long Throw,-,-,-,-,-,-,-,-,-,00:40,-,3,12,-,Gray,0,33,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,キースの羽,"キースを倒して手に入れた素材
効率的に風を受けられる構造になっていて
武器や矢につけると 遠くまで飛ばす事ができる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_18,Enemy,13,1393,-,142
Fire Keese Wing,,"A rare Fire Keese wing. It's not usually on fire,
but it does produce a powerful blaze when
stimulated.",Fire Keese Wing,Fire,20,-,-,,FALSE,TRUE,2,2,2,2,2,FALSE,Blunt,More Shield Surfing Friction,Long Throw,Extra Fire Attack Power,Fire Burst,Shield Bash Attack,Warm,-,-,-,-,-,00:40,-,8,32,-,Red,0,45,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ファイアキースの羽,"珍しいファイアキースの羽
普段は燃えていないが
刺激を与える事で 強い熱を放つ",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_44,Enemy,13,1392,-,143
Ice Keese Wing,,"A rare Ice Keese wing. Don't let its pretty,
frozen surface fool you. It blasts out a
dangerous, freezing frost when stimulated.",-,Ice,20,-,-,,FALSE,TRUE,2,2,2,2,2,FALSE,Blunt,More Shield Surfing Friction,Long Throw,Extra Ice Attack Power,Ice Burst,Shield Bash Attack,Cold,-,-,-,-,-,00:40,-,8,32,-,Blue,0,39,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,アイスキースの羽,"珍しいアイスキースの羽
表面は凍りついたように キラキラと輝いている
刺激を受けると 周りに冷気を振りまく",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_46,Enemy,13,1391,-,144
Electric Keese Wing,,"A rare Electric Keese wing. It's electrically
charged and will shock everything around it
when stimulated.",-,Electric,20,-,-,,FALSE,TRUE,2,2,2,2,2,FALSE,Blunt,More Shield Surfing Friction,Long Throw,Extra Electric Attack Power,Electric Burst,Shield Bash Attack,-,-,-,-,-,-,00:40,-,8,32,-,Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,エレキースの羽,"珍しいエレキースの羽 発電器官は無いが
電気を溜め込んでいて 刺激を与えると放出し
周りのものをシビレさせる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_45,Enemy,13,1390,-,145
Aerocuda Wing,,"A large, wide Aerocuda wing. Arrows and
thrown weapons fly farther with this item
attached, even in a slight wind.",Aerocuda Wing,-,-,-,-,-,FALSE,TRUE,4,4,4,4,-,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Long Throw,-,-,-,-,-,-,-,-,00:40,-,6,24,-,Yellow,0,48,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,カックーダの羽,"カックーダが落とした大きな羽
軽量で幅が広く 武器や矢につければ
ほんのわずかな風で遠くまで飛ばす事ができる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_124,Enemy,13,1389,-,146
Gibdo Wing,,"A wing that catches the light. Arrows and
thrown weapons fly farther with this item
attached. Cook it with a critter to make an
elixir.",Gibdo Wing,-,-,-,-,-,FALSE,TRUE,8,8,7,8,-,FALSE,Blunt,Long Throw,More Shield Surfing Friction,-,-,-,-,-,-,-,-,-,00:40,-,6,24,-,Navy,0,24,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ギブドの羽,"光の加減で不気味に輝く羽 武器や矢に付けると
風を受けて遠くに飛ばせるようにできる
また 虫と煮込んで 薬の材料にもなる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_123,Enemy,13,1388,-,147
Gleeok Wing,,"This aerodynamic wing segment from a
Gleeok is thin and light but extremely sturdy.
Arrows and thrown weapons fly farther with
this item attached.",Gleeok Wing,-,-,-,-,-,FALSE,TRUE,24,25,19,24,-,FALSE,Blunt,More Shield Surfing Friction,Long Throw,-,-,-,-,-,-,-,-,-,00:40,-,38,152,-,Green,0,36,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,グリオークの羽,"グリオークが飛行する際に使う 整流効果のある羽
薄く軽いが非常に丈夫で これを付けた武器や矢は
風に乗せて遠くまで飛ばす事ができる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_156,Enemy,13,1387,-,148
Molduga Fin,,"A sturdy, wing-like dorsal fin with a thick
membrane that regulates wind resistance.
Arrows and thrown weapons fly farther with
this item attached. It also works well in elixirs.",-,-,-,-,-,-,FALSE,TRUE,12,12,10,12,-,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Long Throw,-,-,-,-,-,-,-,-,01:20,10%,30,120,-,Brown,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,モルドラジークの背びれ,"翼のような膜をもつ丈夫な背びれ 風の流れを
整える働きがあり 武器や矢に付けると遠くに
飛ばす事ができる また 薬の材料にもなる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_24,Enemy,13,1386,-,149
Bokoblin Horn,,"A sharp horn with multiple barbs. Attach it to
a weapon to increase its attack power, or
cook it with a critter to make an elixir.",Bokoblin Horn,-,-,-,-,-,FALSE,TRUE,4,4,4,4,4,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,3,12,-,Light Yellow,0,15,Blue Bokoblin Horn,1200,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ボコブリンの角,"鋭利な突起が複数ある角 
武器に付けると攻撃力が上がる
また 虫と煮込んで薬の材料にもできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_77,EnemyBlade,14,600,271,150
Blue Bokoblin Horn,,"A two-pronged horn with sharp edges and
tips. Attach it to a weapon to moderately
increase its attack power, or brew it into an
elixir.",Blue Bokoblin Horn,-,-,-,-,-,FALSE,TRUE,7,7,6,7,7,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,5,20,-,Gray,0,15,Black Bokoblin Horn,1733,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青ボコブリンの角,"外側が鋭利な二又の角 武器に付けると 
二つの先端を同時に突き刺す形となるため
攻撃力がそこそこ上がる また 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_78,EnemyBlade,14,595,272,151
Black Bokoblin Horn,,"A vicious, three-pronged horn. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",Black Bokoblin Horn,-,-,-,-,-,FALSE,TRUE,17,17,13,17,17,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,9,36,-,Yellow,0,15,Silver Bokoblin Horn,3200,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒ボコブリンの角,"先端が三又状になった角 武器に付けて振るうと
複数の刃で斬る形になり 攻撃力がかなり上がる 
また 煎じて虫と煮込む事で 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_79,EnemyBlade,14,590,273,152
Silver Bokoblin Horn,,"A large, blade-like horn with a unique flourish
on the tip. It's sharper than it looks. Attach it
to a weapon to vastly increase attack power,
or cook it with a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,31,32,24,31,31,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,25,100,-,Light Yellow,0,24,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀ボコブリンの角,"先端にユニークな装飾が付いた 大きな刃物状の角
見た目と裏腹に鋭く 武器に付けると攻撃力が
すごく上がる 虫と煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_80,EnemyBlade,14,585,274,153
Boss Bokoblin Horn,,"The band on this sword-shaped horn shows
that it belonged to a leader. Attach it to a
weapon to increase its attack power, or cook
it with a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,10,10,8,10,10,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,-,-,-,-,-,-,-,00:40,-,14,52,-,Light Yellow,0,9,Blue Boss Bokoblin Horn,2000,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ボスボコブリンの角,"群れのリーダーの証である帯が巻かれた 剣状の角
武器に付けて攻撃力を上げる事ができるほか
虫と煮込んで 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_64,EnemyBlade,14,580,275,154
Blue Boss Bokoblin Horn,,"An axe-shaped horn with a band to identify it
as belonging to a leader. Attach it to a
weapon to moderately increase attack power,
or cook it with a critter to make an elixir.",-,-,-,-,-,-,FALSE,TRUE,16,16,13,16,16,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Alter Shield Bash Animation,Cut Trees,-,-,-,-,-,-,00:40,-,26,104,-,Gray,0,9,Black Boss Bokoblin Horn,2933,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青ボスボコブリンの角,"リーダーを示す帯が巻かれた 斧状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込めば薬を作る事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_132,EnemyBlade,14,575,276,155
