Name,Type,ActorName,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Aldor Foothills,Location,RibuchaPlateau,Aldor Foothills,-735.7195,2079.7983,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rikoka Hills,Location,Rikona_Peninshra,Rikoka Hills,1605.5176,-679.87805,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayne Highlands,Location,RutsuPlain,Rayne Highlands,-3805.8892,481.11682,-105,-3893,722,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphia's Table,Location,SaphiasPlateau,Sapphia's Table,-3169.781,-1574.2133,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarnet Coast,Location,SasamuroBeach,Clarnet Coast,2585.3809,-3897.38,-105,2212,-3887,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wintre Island,Location,ShikuriIslands,Wintre Island,4517.701,-987.9492,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robred Dropoff,Location,ShimukaPlateau,Robred Dropoff,2700.2515,-1570.958,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trilby Plain,Location,SonoPrairie,Trilby Plain,1392.1669,914.9768,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tingel Island,Location,SoridaPeninsula,Tingel Island,4705.7393,1374.0048,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illumeni Plateau,Location,SusonoPlain,Illumeni Plateau,-3105.9832,-14.734619,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Tabantha Snowfield,Location,TabantaSnow_North,North Tabantha Snowfield,-1792.1804,3689.4814,-105,-1702,3291,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Tabantha Snowfield,Location,TabantaSnow_South,South Tabantha Snowfield,-1763.6138,2933.2104,-105,-1962,2289,-105,-1529,2653,-105,-1849,2494,-105,,,,,,,,,,,,,,,,,,,,,,,,
Tabantha Tundra,Location,TabantaSnow,Tabantha Tundra,-1811.8921,2792.6084,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nima Plain,Location,TakkikaPlain,Nima Plain,-1608.4292,-445,-105,-1877,-711,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ordorac Quarry,Location,TamulPlain,Ordorac Quarry,3654.4792,2525.2424,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firly Plateau,Location,TaruhoPlateau,Firly Plateau,2949.4204,-2380.3027,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grinnden Plains,Location,TeguriPlain,Grinnden Plains,-754.04065,-2916.179,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautelle Wetlands,Location,TehotaWet,Nautelle Wetlands,-629.771,-3839.2893,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabe Prairie,Location,TeraPlain,Mabe Prairie,123.711914,193.85498,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trotter's Downfall,Location,TomiyoPlateau,Trotter's Downfall,3089.4094,-830.2271,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romani Plains,Location,TompoPlain,Romani Plains,338.48456,358.1859,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercay Island,Location,TrakaIsland_Big,Mercay Island,1712.6807,131.01904,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goponga Island,Location,TrakaIsland_Center,Goponga Island,1554.4883,-355.05713,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincean Island,Location,TrakaIsland_East,Kincean Island,2024.5897,-145.83124,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molida Island,Location,TrakaIsland_New,Molida Island,1843.0944,-206.69257,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrine Island,Location,TrakaIsland_North,Shrine Island,1661.437,-439.16162,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bannan Island,Location,TrakaIsland_Small,Bannan Island,1774.1655,-383.66675,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zauz Island,Location,TrakaIsland_South,Zauz Island,1451.7739,-169.61243,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Island,Location,TrakaIsland_West,Wes Island,1393.8252,-300.22723,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linebeck Island,Location,TrakaIsland,Linebeck Island,1745.886,-90.733765,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stinger Cliffs,Location,TsukaiePlateau,Stinger Cliffs,2855.9607,-2616.398,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vatorsa Snowfield,Location,TuaboSnow,Vatorsa Snowfield,-3473.6216,-1127.5192,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courage Steppe,Location,TunbriPlain,Courage Steppe,2270.2727,-2942.1252,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikida Stonegrove,Location,TutukikiSnow,Pikida Stonegrove,-2198.2195,2901.4897,-105,-2286,3162,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ubota Point,Location,UbotsuPlateau,Ubota Point,1608.704,-3629.5479,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zirco Mesa,Location,VPlateau,Zirco Mesa,-2616.1824,-1556.1372,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quatta's Shelf,Location,WatakaPlateau,Quatta's Shelf,2157.723,-557.7363,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Barrens,Location,WestGerudo,West Barrens,-4541.142,-2502.2737,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland Zorana,Location,XehaPlateau,Upland Zorana,3137.3079,876.86487,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmorae Beach,Location,YashinoBeach,Palmorae Beach,3496.5398,-3459.7527,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naydra Snowfield,Location,YuaSnow,Naydra Snowfield,3508.3857,-1418.4702,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seres Scablands,Location,ZamaPlain,Seres Scablands,-2323.8994,449.8285,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin's Flank,Location,ZaridoPlateau,Eldin's Flank,2292.7239,3678.5469,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passeri Greenbelt,Location,ZitoGreens,Passeri Greenbelt,-596.4114,-204.79382,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellspring of Courage,Location,MinusField_BraveFountain,Wellspring of Courage,903.53613,-2488.2598,-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellspring of Power,Location,MinusField_PowerFountain,Wellspring of Power,3733.143,2562.8035,-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret Spring of Revival,Location,MinusField_StartPoint,Secret Spring of Revival,-1098.5548,-1898.0345,-744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellspring of Wisdom,Location,MinusField_WiseFountain,Wellspring of Wisdom,3836.8357,-1272.762,-519,3860,-1283,-816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agaat Canyon Mine,Location,MinusField_AagetoMt,Agaat Canyon Mine,-4785.7134,-728.295,-1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Underground Fortress,Location,MinusField_AkkareZhai,Ancient Underground Fortress,3310.2847,1523.05,-478,3307,1566,-509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floating Coliseum,Location,MinusField_AncientColosseum,Floating Coliseum,-1151.502,-1204.95,-376,-1152,-1239,-381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gleeok Den,Location,MinusField_BlindForest,Gleeok Den,330.9718,3111.2417,-458,328,3080,-462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lone Island Coliseum,Location,MinusField_Cohorint,Lone Island Coliseum,4563.0615,-3603.5818,-348,4563,-3566,-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cresia Pit Mine,Location,MinusField_CresiaPeninsula,Cresia Pit Mine,3728.7488,-3734.8457,-606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunsel Canyon Mine,Location,MinusField_DasukidaMt,Dunsel Canyon Mine,3152.5273,-3276.3486,-709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Underground Cemetery,Location,MinusField_DesertGrave,Gerudo Underground Cemetery,-4098.507,-3737.1597,-529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabooru Canyon Mine,Location,MinusField_FenaMt,Nabooru Canyon Mine,-1801.62,-2088.6938,-602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Coliseum,Location,MinusField_ForestColosseum,Forest Coliseum,-114.67874,2433.0027,-633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crenel Canyon Mine,Location,MinusField_GashamahiMt,Crenel Canyon Mine,1154.0752,381.12607,-522,1165,415,-533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Canyon Mine,Location,MinusField_GerudoSummit,Gerudo Canyon Mine,-4175.1567,-738.78564,-1063,-4174,-710,-1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruto Canyon Mine,Location,MinusField_GibururuMt,Ruto Canyon Mine,3294.2876,-31.532593,-840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floria Canyon Mine,Location,MinusField_GimpoMt,Floria Canyon Mine,1936.3674,-2779.3003,-854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Observation Deck,Location,MinusField_GobyLake,Ancient Observation Deck,2589.2595,-3504.1262,-629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuft Canyon Mine,Location,MinusField_GobyMt,Tuft Canyon Mine,2557.084,-3611.381,-515,2557,-3638,-515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secluded Coliseum,Location,MinusField_HatenoGate,Secluded Coliseum,2242.2722,-1877.8699,-345,2242,-1838,-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuho Canyon Mine,Location,MinusField_HawkMt,Cuho Canyon Mine,-3810.8833,1407.2789,-577,-3791,1364,-611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Canyon Mine,Location,MinusField_HeburaPeak,Hebra Canyon Mine,-2766.5667,2897.8662,-875,-2741,2861,-967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meda Canyon Mine,Location,MinusField_HimeidaMt,Meda Canyon Mine,2511.9854,-2483.174,-502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylia Canyon Mine,Location,MinusField_HyliaMt,Hylia Canyon Mine,-1293.4381,-2193.8374,-604,-1290,-2229,-611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozudo Canyon Mine,Location,MinusField_JijigegeMt,Rozudo Canyon Mine,2367.6387,-2200.7256,-597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faloraa Canyon Mine,Location,MinusField_KapporeMt,Faloraa Canyon Mine,-970.56116,-2601.312,-682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvash Canyon Mine,Location,MinusField_KasuraMt,Corvash Canyon Mine,-3322.1846,2359.2644,-775,-3337,2329,-781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozu Altar,Location,MinusField_KazuryuLake,Dracozu Altar,905.98486,-2556.2576,-467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindor Canyon Mine,Location,MinusField_KikinosaMt,Lindor Canyon Mine,-2006.3743,1326.7168,-711,-2011,1373,-705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canyon of Awakening Mine,Location,MinusField_KimarikaMt,Canyon of Awakening Mine,2934.7896,-1403.8622,-839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphnes Canyon Mine,Location,MinusField_KinshoiMt,Daphnes Canyon Mine,-1065.3785,-573.93225,-481,-1064,-600,-491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhoam Canyon Mine,Location,MinusField_KutiffMt,Rhoam Canyon Mine,-2687.1948,785.143,-783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Canyon Mine,Location,MinusField_LiveMountain,Lanayru Canyon Mine,4003.338,-1379.1693,-743,3964,-1360,-535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scorching Coliseum,Location,MinusField_LizardLake,Scorching Coliseum,2142.926,3173.7725,-714,2143,3146,-734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lomei Depths Labyrinth,Location,MinusField_LomeiIsland,Lomei Depths Labyrinth,4661.5664,3564.735,-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Lomei Depths Labyrinth,Location,MinusField_LomeiNorth,North Lomei Depths Labyrinth,-814.7457,3433.9722,-682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lomei Depths Labyrinth,Location,MinusField_LomeiSouth,South Lomei Depths Labyrinth,-1794.9999,-3579.201,-538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rist Mine,Location,MinusField_MacusePeninsula,Rist Mine,4579.9395,2143.2786,-286,4590,2078,-286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ploymus Canyon Mine,Location,MinusField_MemeMt,Ploymus Canyon Mine,3780.8564,504.0714,-1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnot Canyon Mine,Location,MinusField_MizemakuMt,Walnot Canyon Mine,4222.83,-1911.8334,-803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulri Canyon Mine,Location,MinusField_MoriMt,Ulri Canyon Mine,3682.9514,2043.7223,-659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daval Canyon Mine,Location,MinusField_MorudaMt,Daval Canyon Mine,-1390.6173,-3603.8623,-917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granajh Canyon Mine,Location,MinusField_MorugaMt,Granajh Canyon Mine,-1380.501,-3363.4607,-952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebon Canyon Mine,Location,MinusField_PongagaMt,Ebon Canyon Mine,3328.7153,-2513.8555,-777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drena Canyon Mine,Location,MinusField_RirimukuMt,Drena Canyon Mine,-561.29395,2583.9307,-843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madorna Canyon Mine,Location,MinusField_RokomakuMt,Madorna Canyon Mine,3888.8225,-1668.4602,-865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustaf Canyon Mine,Location,MinusField_SaiMt,Gustaf Canyon Mine,-962.3762,210.05063,-593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Coliseum,Location,MinusField_SouthGerudoLegacy,Desert Coliseum,-4314.001,-3802.0674,-361,-4313,-3850,-363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taran Canyon Mine,Location,MinusField_TerumeMt,Taran Canyon Mine,2500.4915,-2672.8723,-733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dueling Canyons Mine,Location,MinusField_TwinsMountain,Dueling Canyons Mine,1294.5271,-1850.0632,-685,1292,-1824,-762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Construct Factory,Location,ZonauCentralShrine,Construct Factory,868.6846,-2174.232,-570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left-Arm Depot,Location,ZonauSatelliteShrine_LeftArm,Left-Arm Depot,706.11255,-2431.6738,-524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Left-Leg Depot,Location,ZonauSatelliteShrine_LeftLeg,Left-Leg Depot,1016.37054,-2292.6355,-533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right-Arm Depot,Location,ZonauSatelliteShrine_RightArm,Right-Arm Depot,569.0836,-2111.5532,-508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right-Leg Depot,Location,ZonauSatelliteShrine_RightLeg,Right-Leg Depot,1143.6384,-2116.5522,-440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goflam's Lavafalls,Location,MinusField_FlamingoSpa,Goflam's Lavafalls,-3398.8882,3612,-810,-3400,3575,-811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meda Lavafalls,Location,MinusField_HimeidaSpa,Meda Lavafalls,2253,-2366,-555,2234,-2340,-556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherfin's Lavafalls,Location,MinusField_KingfisherSpa,Sherfin's Lavafalls,-4342.7637,3465.2197,-920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sturnida Lavafalls,Location,MinusField_KumSpa,Sturnida Lavafalls,-4083.8726,2714.6814,-563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalite Grove,Location,MinusField_BarakkPlain,Dalite Grove,-2119.9312,-1088.7832,-444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginner Grove,Location,MinusField_BiginaTrees,Ginner Grove,3219.906,-2056.6765,-594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubinga Grove,Location,MinusField_BuibuiTrees,Bubinga Grove,2019.7175,-2102.2988,-601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retsam Grove,Location,MinusField_ExpaTrees,Retsam Grove,3832.0847,-2027.6825,-458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grove of Spirits,Location,MinusField_FairyForest,Grove of Spirits,-945.2036,-1680.3839,-669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rok Grove,Location,MinusField_GibogaHill,Rok Grove,3358.719,3079.2803,-604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minshi Grove,Location,MinusField_KiyanbaTrees,Minshi Grove,1042.214,1544.4504,-632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korok Grove,Location,MinusField_KorokForest,Korok Grove,405.6769,2100,-560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midla Grove,Location,MinusField_MiddleTrees,Midla Grove,3114.3066,-2187.1416,-572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pappetto Grove,Location,MinusField_NezuppoTrees,Pappetto Grove,-343.4563,-3539.607,-574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applean Grove,Location,MinusField_OngiForest,Applean Grove,553.4682,259.8237,-610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hickaly Grove,Location,MinusField_RiaroTrees,Hickaly Grove,1943.2024,-2391.839,-595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant's Grove,Location,MinusField_ShinikkyoForest,Giant's Grove,-1165.3845,-151.71701,-601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabahl Grove,Location,MinusField_TagonaTrees,Tabahl Grove,2618.5151,171.5556,-631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grove of Time,Location,MinusField_ZifForest,Grove of Time,-383.36493,-1544.1213,-515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plains Bargainer Statue,Location,MinusField_AncientTimeShrine,Plains Bargainer Statue,455.98837,-830.9155,-456,457,-807,-444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Abandoned Central Mine,Location,MinusField_BluePrintShrine,Great Abandoned Central Mine,-730.7637,-1861.1469,-404,-857,-1715,-435,-735,-1701,-426,-733,-1829,-459,,,,,,,,,,,,,,,,,,,,,,,,
Akkala House of Bones,Location,MinusField_DokuroPond,Akkala House of Bones,3253.873,3493.0627,-319,3254,3459,-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Gerudo Mine,Location,MinusField_Gerudo,Abandoned Gerudo Mine,-3815.9082,-2889.5166,-382,-3807,-2786,-389,-3834,-2720,-492,-3807,-2885,-382,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Dark Skeleton,Location,MinusField_GerudoFossil,Gerudo Dark Skeleton,-4619.013,-3684.9473,-529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Eldin Mine,Location,MinusField_Goron,Abandoned Eldin Mine,1649.1343,2363.8667,-749,1642,2295,-740,1637,2346,-742,1685,2052,-751,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Hateno Mine,Location,MinusField_Hateno,Abandoned Hateno Mine,3548.3176,-2228.4568,-485,3549,-2237,-477,3581,-2388,-496,3555,-2510,-457,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Dark Skeleton,Location,MinusField_HeburaFossil,Hebra Dark Skeleton,-3850.5298,3635.7146,-940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Kakariko Mine,Location,MinusField_Kakariko,Abandoned Kakariko Mine,1818.7472,-1299.0657,-566,1824,-1198,-522,1828,-1230,-522,1817,-1406,-561,,,,,,,,,,,,,,,,,,,,,,,,
Cliff Bargainer Statue,Location,MinusField_KingValley,Cliff Bargainer Statue,-1034.0446,2679.1396,-237,-1026,2661,-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Kara Kara Mine,Location,MinusField_Oasis,Abandoned Kara Kara Mine,-3171.493,-2311.0361,-475,-3218,-2427,-422,-3094,-1988,-444,-3227,-2463,-398,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Dark Skeleton,Location,MinusField_OrdinFossil,Eldin Dark Skeleton,1518.0557,3707.104,-668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blupee Burrow,Location,MinusField_PoponMt,Blupee Burrow,-2288.0127,-367.0058,-893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Hebra Mine,Location,MinusField_Rito,Abandoned Hebra Mine,-3457.4038,1862.2012,-315,-3468,2168,-381,-3479,2080,-397,-3461,1853,-317,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Lurelin Mine,Location,MinusField_Taura,Abandoned Lurelin Mine,2966.978,-3605.9216,-305,2965,-3480,-353,2900,-3388,-344,2902,-3423,-349,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Tarrey Mine,Location,MinusField_UMiiVillage,Abandoned Tarrey Mine,3968.7969,1715.3091,-305,3966,1722,-305,3967,1619,-553,3967,1628,-554,,,,,,,,,,,,,,,,,,,,,,,,
Abandoned Lanayru Mine,Location,MinusField_WhiteZora,Abandoned Lanayru Mine,3170.4575,935.9246,-676,3302,611,-478,3295,578,-594,3294,719,-478,,,,,,,,,,,,,,,,,,,,,,,,
Lookout Landing Skyview Tower,Tower,Tower01,Lookout Landing Skyview Tower,-298.85,142.85,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindor's Brow Skyview Tower,Tower,Tower02,Lindor's Brow Skyview Tower,-1909.5884,1245.3047,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikida Stonegrove Skyview Tower,Tower,Tower03,Pikida Stonegrove Skyview Tower,-2311.4949,3062.4949,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Canyon Skyview Tower,Tower,Tower04,Eldin Canyon Skyview Tower,1641.8053,1190.8201,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulri Mountain Skyview Tower,Tower,Tower05,Ulri Mountain Skyview Tower,3499,2026,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahasra Slope Skyview Tower,Tower,Tower06,Sahasra Slope Skyview Tower,1341.1093,-1177.8577,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upland Zorana Skyview Tower,Tower,Tower07,Upland Zorana Skyview Tower,2866.0615,581.1915,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyrule Field Skyview Tower,Tower,Tower08,Hyrule Field Skyview Tower,-761.27655,-1019.22784,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Canyon Skyview Tower,Tower,Tower09,Gerudo Canyon Skyview Tower,-2438.8506,-2182.7644,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Highlands Skyview Tower,Tower,Tower10,Gerudo Highlands Skyview Tower,-3960.8772,-1305.5958,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabella Wetlands Skyview Tower,Tower,Tower11,Rabella Wetlands Skyview Tower,2420,-2754.8906,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyphlo Ruins Skyview Tower,Tower,Tower12,Thyphlo Ruins Skyview Tower,343.67453,3141.648,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popla Foothills Skyview Tower,Tower,Tower13,Popla Foothills Skyview Tower,604.8388,-2126.8757,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Lanayru Skyview Tower,Tower,Tower14,Mount Lanayru Skyview Tower,3847.6384,-1314.911,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rospro Pass Skyview Tower,Tower,Tower15,Rospro Pass Skyview Tower,-3679.585,2346.4043,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Mural's Myth, Risen from the Sands",Temple,LargeDungeonThunder,"The Mural's Myth, Risen from the Sands",-4518.5537,-3611.5615,130,-4519,-3612,113,-4598,-3532,61,-4519,-3612,96,-4519,-3612,61,-4418,-3511,24,-4519,-3612,34,-4519,-3612,147,-4519,-3612,-53,,,,,,,,,
The Great Wellspring of Hyrule,Temple,LargeDungeonWater,The Great Wellspring of Hyrule,3265.3838,685.57715,1690,3357,772,1633,3479,781,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Legendary Stormwind Ark,Temple,LargeDungeonWind,The Legendary Stormwind Ark,-2859.5,3005.5,1412,-2860,3006,1380,-2860,3006,1390,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost Gorondia Rediscovered,Temple,LargeDungeonFire,Lost Gorondia Rediscovered,1457,2847,-855,1272,2818,-883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Vessel of Spirit's Resting Place,Temple,LargeDungeonSoul,The Vessel of Spirit's Resting Place,1418.6921,-3170.3987,-619,1373,-3297,-753,1359,-3178,-607,1454,-3218,-607,1398,-3228,-753,,,,,,,,,,,,,,,,,,,,,
Ulria Grotto South Cave,Cave,Cave_Akkala_0000,Ulria Grotto South Cave,4122.2295,662.295,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulria Grotto East Cave,Cave,Cave_Akkala_0003,Ulria Grotto East Cave,4505.0005,705.16174,97,4273,774,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
